주소	학교급	학교명	경도	위도	시도	행정구				
강원도 삼척시 근덕면 삼척로 3884-4 . 맹방초등학교 (근덕면)	유치원	맹방초등학교병설유치원	129.213562	37.398774	강원도	삼척시				
강원도 삼척시 청석로3길 21 . 미라유치원 (교동)	유치원	미라유치원	129.1764188	37.4490668	강원도	삼척시				
강원도 삼척시 미로면 강원남부로 3907 (미로면)	중학교	미로중학교	129.1043921	37.4111568	강원도	삼척시				
강원도 삼척시 미로면 미로강변로1길 10-11 . 미로초등학교 (미로면)	초등학교	미로초등학교	129.1150391	37.4148936	강원도	삼척시				
강원도 삼척시 미로면 미로강변로1길 10-11 (미로면)	유치원	미로초등학교병설유치원	129.1150391	37.4148936	강원도	삼척시				
강원도 삼척시 사직로 22 (남양동)	고등학교	삼일고등학교	129.1654208	37.4328283	강원도	삼척시				
강원도 삼척시 사직로 22 (남양동)	중학교	삼일중학교	129.1654208	37.4328283	강원도	삼척시				
강원도 삼척시 사대안길 21 (당저동)	고등학교	삼척고등학교	129.1651639	37.4464426	강원도	삼척시				
강원도 삼척시 동해대로 3783-22 . 삼척남초등학교 (오분동)	초등학교	삼척남초등학교	129.1877999	37.4237379	강원도	삼척시				
강원도 삼척시 동해대로 3783-24 . 삼척누리유치원 (오분동)	유치원	삼척누리유치원	129.1877649	37.4243196	강원도	삼척시				
강원도 삼척시 근덕면 삼척로 3700 . 삼척마이스터고등학교 (근덕면)	고등학교	삼척마이스터고등학교	129.2243726	37.3851256	강원도	삼척시				
강원도 삼척시 남산길 6 (남양동)	고등학교	삼척여자고등학교	129.1665046	37.4373262	강원도	삼척시				
강원도 삼척시 성당길 63-7 (당저동)	중학교	삼척여자중학교	129.1600269	37.4449677	강원도	삼척시				
강원도 삼척시 새천년도로 630-121 . 삼척중앙초등학교 (갈천동)	초등학교	삼척중앙초등학교	129.1613511	37.4666731	강원도	삼척시				
강원도 삼척시 회강길 627 (자원동)	중학교	삼척중학교	129.1435537	37.43801	강원도	삼척시				
강원도 삼척시 교동로 43 (교동.삼척초등학교)	초등학교	삼척초등학교	129.1668511	37.4494173	강원도	삼척시				
강원도 삼척시 오십천로 279 (원당동)	초등학교	서부초등학교	129.149953	37.4397433	강원도	삼척시				
강원도 삼척시 도계읍 소달1길 30 . 소달중학교 (도계읍)	중학교	소달중학교	129.0617795	37.2770642	강원도	삼척시				
강원도 삼척시 도계읍 소달길 54-30 . 소달초등학교 (도계읍)	초등학교	소달초등학교	129.0633289	37.2757685	강원도	삼척시				
강원도 삼척시 신기면 강원남부로 2997 (신기면)	초등학교	신동초등학교	129.0818375	37.3511654	강원도	삼척시				
강원도 삼척시 신기면 강원남부로 2997 (신기면)	유치원	신동초등학교병설유치원	129.0818375	37.3511654	강원도	삼척시				
강원도 삼척시 가곡면 가곡천로 1430 (가곡면.오저초등학교)	초등학교	오저초등학교	129.2066742	37.1466519	강원도	삼척시				
강원도 삼척시 가곡면 가곡천로 1430 (가곡면. 오저초등학교)	유치원	오저초등학교병설유치원	129.2066742	37.1466519	강원도	삼척시				
강원도 삼척시 원덕읍 삼척로 480 (원덕읍)	고등학교	원덕고등학교	129.3320468	37.1787001	강원도	삼척시				
강원도 삼척시 삼척로 480 (오분동)	중학교	원덕중학교	129.3320468	37.1787001	강원도	삼척시				
강원도 삼척시 원덕읍 삼척로 1313 . 임원중학교 (원덕읍)	중학교	임원중학교	129.3368148	37.2411254	강원도	삼척시				
강원도 삼척시 원덕읍 삼척로 1246 . 임원초등학교 (원덕읍)	초등학교	임원초등학교	129.341813	37.236093	강원도	삼척시				
강원도 삼척시 원덕읍 삼척로 1246 . 임원초등학교병설유치원 (원덕읍)	유치원	임원초등학교병설유치원	129.341813	37.236093	강원도	삼척시				
강원도 삼척시 도계읍 장원길 25 (도계읍)	초등학교	장원초등학교	129.0554186	37.2279581	강원도	삼척시				
강원도 삼척시 근덕면 삼척로 2101 (근덕면)	중학교	장호중학교	129.3113299	37.2837222	강원도	삼척시				
강원도 삼척시 근덕면 용화안길 24 . 장호초등학교 (근덕면)	초등학교	장호초등학교	129.3016	37.288542	강원도	삼척시				
강원도 삼척시 근덕면 용화안길 24 . 장호초등학교 병설유치원 (근덕면)	유치원	장호초등학교병설유치원	129.3016	37.288542	강원도	삼척시				
강원도 삼척시 정상로3길 5 (정상동)	초등학교	정라초등학교	129.1762644	37.4457093	강원도	삼척시				
강원도 삼척시 정상로3길 5 (정상동)	유치원	정라초등학교병설유치원	129.1762644	37.4457093	강원도	삼척시				
강원도 삼척시 죽서루길 61 (성내동)	유치원	중앙유치원	129.1598504	37.4416081	강원도	삼척시				
강원도 삼척시 사직로1길 23 . 진주초등학교 (남양동)	초등학교	진주초등학교	129.1645643	37.4338027	강원도	삼척시				
강원도 삼척시 하장면 백두대간로 2600 (하장면)	고등학교	하장고등학교	128.9353492	37.3528412	강원도	삼척시				
강원도 삼척시 하장면 백두대간로 2600 (하장면)	중학교	하장중학교	128.9353492	37.3528412	강원도	삼척시				
강원도 삼척시 하장면 하장길 84 . 하장초등학교 (하장면)	초등학교	하장초등학교	128.944338	37.3483735	강원도	삼척시				
강원도 삼척시 하장면 하장길 84 (하장면)	유치원	하장초등학교병설유치원	128.944338	37.3483735	강원도	삼척시				
강원도 삼척시 하장면 오두재로 166 (하장면)	초등학교	하장초등학교역둔분교장	128.8812704	37.294276	강원도	삼척시				
강원도 삼척시 원덕읍 삼척로 462-12 (원덕읍.호산초등학교)	초등학교	호산초등학교	129.3346101	37.178024	강원도	삼척시				
강원도 삼척시 원덕읍 삼척로 462-12 . 호산초등학교 (원덕읍)	유치원	호산초등학교병설유치원	129.3346101	37.178024	강원도	삼척시				
강원도 삼척시 도계읍 흥전안길 137 . 흥전초등학교 (도계읍)	초등학교	흥전초등학교	129.0433951	37.2144098	강원도	삼척시				
강원도 속초시 도리원길 5 (노학동)	유치원	경동대학교부속유치원	128.5523125	38.1928096	강원도	속초시				
강원도 속초시 만천1길 67 . 교동초등학교 (교동)	초등학교	교동초등학교	128.574609	38.2036153	강원도	속초시				
강원도 속초시 동해대로 3797 (대포동.대포초등학교)	초등학교	대포초등학교	128.6035708	38.1741118	강원도	속초시				
강원도 속초시 조양로21번길 4 (조양동)	유치원	리라유치원	128.598448	38.1861324	강원도	속초시				
강원도 속초시 조양로118번길 7 (조양동.산호유치원)	유치원	산호유치원	128.5870088	38.1883604	강원도	속초시				
강원도 속초시 청대로 219 . 설악고등학교 (조양동)	고등학교	설악고등학교	128.5735843	38.1853884	강원도	속초시				
강원도 속초시 배움터길 29 . 설악여자중학교 (노학동)	중학교	설악여자중학교	128.5677651	38.1984265	강원도	속초시				
강원도 속초시 미시령로 3402 . 설악중학교 (교동)	중학교	설악중학교	128.578325	38.206926	강원도	속초시				
강원도 속초시 청봉로 51 . 설악초등학교 (설악동)	초등학교	설악초등학교	128.5405505	38.1639522	강원도	속초시				
강원도 속초시 청봉로 51 . 설악초등학교 (설악동)	유치원	설악초등학교병설유치원	128.5405505	38.1639522	강원도	속초시				
강원도 속초시 배움터길 42 . 소야초등학교 (노학동)	초등학교	소야초등학교	128.5663157	38.1997074	강원도	속초시				
강원도 속초시 배움터길 42 (노학동.유치원동)	유치원	소야초등학교병설유치원	128.5663157	38.1997074	강원도	속초시				
강원도 속초시 사진용촌길 42 (장사동)	고등학교	속초고등학교	128.5835735	38.2256296	강원도	속초시				
강원도 속초시 배움터길 16 (교동)	고등학교	속초여자고등학교	128.5685604	38.1997224	강원도	속초시				
강원도 속초시 번영로 81 (금호동) 속초여자중학교	중학교	속초여자중학교	128.5851526	38.2072869	강원도	속초시				
강원도 속초시 중앙로 333-2 . 속초유치원 (영랑동)	유치원	속초유치원	128.5920786	38.2182668	강원도	속초시				
강원도 속초시 미시령로 3358 . 속초중학교 (교동)	중학교	속초중학교	128.5741492	38.2038842	강원도	속초시				
강원도 속초시 동해대로4511번길 32 (장사동)	특수학교	속초청해학교	128.5609352	38.2195637	강원도	속초시				
강원도 속초시 수복로 117 (청학동)	초등학교	속초초등학교	128.5814812	38.2025075	강원도	속초시				
강원도 속초시 중앙로 331 . (영랑동.영랑초등학교) (영랑동)	초등학교	영랑초등학교	128.5916439	38.2173678	강원도	속초시				
강원도 속초시 온천로 107 . 온정초등학교 (노학동)	초등학교	온정초등학교	128.5545542	38.1903143	강원도	속초시				
강원도 속초시 온천로 107 . 온정초등학교 (노학동)	유치원	온정초등학교병설유치원	128.5545542	38.1903143	강원도	속초시				
강원도 속초시 수복로 215 (중앙동)	유치원	재단법인새싹유치원	128.5893878	38.2067728	강원도	속초시				
강원도 속초시 동해대로 3965 . 조양초등학교 (조양동)	초등학교	조양초등학교	128.5980875	38.1886179	강원도	속초시				
강원도 속초시 번영로105번길 11 (중앙동)	초등학교	중앙초등학교	128.5849643	38.210446	강원도	속초시				
강원도 속초시 소평로 175 . 청대초등학교 (조양동)	초등학교	청대초등학교	128.5769862	38.1914436	강원도	속초시				
강원도 속초시 소평로 175 . 청대초등학교 (조양동)	유치원	청대초등학교병설유치원	128.5769862	38.1914436	강원도	속초시				
강원도 속초시 조양로118번길 9 . 청봉초등학교 (조양동)	초등학교	청봉초등학교	128.5870088	38.1883604	강원도	속초시				
강원도 속초시 청호로 60 (청호동.다목적실동)	초등학교	청호초등학교	128.5977987	38.1959913	강원도	속초시				
강원도 양구군 양구읍 금강산로 437-12 . 강원외국어고등학교 (양구읍)	고등학교	강원외국어고등학교	127.9906615	38.1200668	강원도	양구군				
강원도 양구군 동면 남동로 651 . 대암중학교 (동면)	중학교	대암중학교	128.0367206	38.1830175	강원도	양구군				
강원도 양구군 남면 정중앙로 259 (남면.도촌초등학교)	초등학교	도촌초등학교	128.021775	38.08075	강원도	양구군				
강원도 양구군 방산면 평화로 5057 (방산면)	중학교	방산중학교	127.9388859	38.2052587	강원도	양구군				
강원도 양구군 방산면 평화로 5121-7 . 방산초등학교 (방산면)	초등학교	방산초등학교	127.9442294	38.2099543	강원도	양구군				
강원도 양구군 방산면 평화로 5121-7 . 방산초등학교병설유치원 (방산면)	유치원	방산초등학교병설유치원	127.9442294	38.2099543	강원도	양구군				
강원도 양구군 양구읍 관공서로 56 (양구읍.비봉초등학교)	초등학교	비봉초등학교	127.9878845	38.1103544	강원도	양구군				
강원도 양구군 양구읍 관공서로 56 (양구읍)	유치원	비봉초등학교병설유치원	127.9878845	38.1103544	강원도	양구군				
강원도 양구군 양구읍 중심로 115 . 양구중고등학교 (양구읍)	고등학교	양구고등학교	127.9918446	38.1006135	강원도	양구군				
강원도 양구군 양구읍 박수근로 327 . 양구여자고등학교 (양구읍)	고등학교	양구여자고등학교	127.9812625	38.1017571	강원도	양구군				
강원도 양구군 양구읍 박수근로 327 (양구읍 양구여자중고등학교)	중학교	양구여자중학교	127.9812625	38.1017571	강원도	양구군				
강원도 양구군 양구읍 중심로 115 . 양구중고등학교 (양구읍)	중학교	양구중학교	127.9918446	38.1006135	강원도	양구군				
강원도 양구군 양구읍 양구새싹로 48 . 양구초등학교 (양구읍)	초등학교	양구초등학교	127.9909446	38.10268	강원도	양구군				
강원도 양구군 양구읍 양구새싹로 48 . 양구초등학교병설유치원(양구읍)	유치원	양구초등학교병설유치원	127.9909446	38.10268	강원도	양구군				
강원도 양구군 남면 정중앙로658번길 19 . 용하중학교 (남면)	중학교	용하중학교	128.0387137	38.1119464	강원도	양구군				
강원도 양구군 남면 정중앙로 624-7 (남면)	초등학교	용하초등학교	128.035213	38.109949	강원도	양구군				
강원도 양구군 남면 정중앙로 624-7 (남면)	유치원	용하초등학교병설유치원	128.035213	38.109949	강원도	양구군				
